month,source_row,asin,sku,is_game,age_tier,units_charged,cost
2026-05,11,B0748VH8ZF,1039345443,True,211-240,2,0.03
2026-05,12,B07RQ33XDG,1032602113,True,241-270,1,0.02
2026-05,13,B075QLXC7C,1070474316,True,181-210,1,0.01
2026-05,14,B01J4PHT3C,1070280032,True,211-240,3,0.03
2026-05,15,B01JYW2EXA,1070280051,True,211-240,1,0.01
2026-05,16,B0006ACWEQ,1070175672,False,211-240,3,0.03
2026-05,17,B0BP5CKT2F,1069890475,True,181-210,1,0.01
2026-05,18,B0BRNY8987,1069288408,True,331-365,2,0.11
2026-05,19,B0BSJZQK5L,1069286287,True,271-300,1,0.06
2026-05,20,B08J4P22MF,1069286292,True,331-365,2,0.14
2026-05,21,B0CHN2DVSX,1069261942,False,241-270,1,0.10
2026-05,22,B07YZ4QVZY,1068949078,True,181-210,7,0.07
2026-05,23,B00XWQZPQ8,1068811431,True,331-365,1,0.07
2026-05,24,B00ZS80PC2,1067893319,True,366-455,2,0.60
2026-05,25,B07SL77MHX,1068811473,False,331-365,1,0.05
2026-05,26,B002I0JGDM,1068811424,True,366-455,1,0.30
2026-05,27,B000L422L0,1068811450,True,271-300,23,1.21
2026-05,28,B08JHP4Q7Y,1068811462,True,271-300,2,0.12
2026-05,29,B00KTNU40E,1068811461,True,181-210,2,0.01
2026-05,30,B0CGY48TGT,1068811429,True,366-455,3,0.90
2026-05,31,B071JCYKK4,1068329376,True,366-455,1,0.30
2026-05,32,B07KN77NXY,1068329356,True,366-455,4,1.20
2026-05,33,B00BSELY9I,1066662989,True,181-210,4,0.03
2026-05,34,B08GR4GNRK,1066662845,True,271-300,1,0.06
2026-05,35,B002BDTZU0,1066393116,False,456+,4,4.16
2026-05,36,B003VN0U1M,1064901508,False,456+,13,4.55
2026-05,37,B004Q2TORS,1063376137,False,456+,4,1.40
2026-05,38,B00503E9UO,1063376019,True,211-240,1,0.01
2026-05,39,B00DRHNLEK,PT-ANK4-X0M5,False,456+,4,1.40
2026-05,40,B0BJ7S8NNN,1060807369,False,456+,2,0.70
2026-05,41,B0BJ7T3642,1060807372,False,456+,1,0.35
2026-05,42,B0BXTDQRCD,1059898566,False,366-455,1,1.83
2026-05,43,B01LDFGIT2,1058619763,False,181-210,25,0.51
2026-05,44,B00CX6XKK6,1049720229,True,181-210,1,0.00
2026-05,45,B00ZE360GG,1043651644,True,181-210,1,0.01
2026-05,46,B0748VH8ZF,1039345443,True,331-365,7,0.55
2026-05,47,B0026FCARI,1036663472,True,181-210,2,0.01
2026-05,48,B071G5JJDW,1035764639,True,331-365,2,0.12
2026-05,49,B07RQ33XDG,1032602113,True,271-300,5,0.40
2026-05,50,B016KAKD7S,1030912249,False,181-210,10,0.86
2026-06,1,B0BSJZQK5L,1069286287,True,366-455,2,0.60
2026-06,2,B000L422L0,1068811450,True,301-330,22,1.28
2026-06,3,B08JHP4Q7Y,1068811462,True,301-330,2,0.14
2026-06,4,B00KTNU40E,1068811461,True,241-270,1,0.02
2026-06,5,B0CGY48TGT,1068811429,True,366-455,2,0.60
2026-06,6,B01LDFGIT2,1058619763,False,211-240,24,0.98
2026-06,7,B0748VH8ZF,1039345443,True,241-270,2,0.04
2026-06,8,B07RQ33XDG,1032602113,True,271-300,1,0.08
2026-06,9,B000FII8KQ,1070625053,True,181-210,3,0.02
2026-06,10,B000930DQ4,1070625051,True,181-210,2,0.02
2026-06,11,B01GW8Y17G,1070625056,True,181-210,1,0.00
2026-06,12,B075QLXC7C,1070474316,True,211-240,1,0.01
2026-06,13,B01J4PHT3C,1070280032,True,241-270,3,0.06
2026-06,14,B01JYW2EXA,1070280051,True,241-270,1,0.02
2026-06,15,B0006ACWEQ,1070175672,False,241-270,3,0.06
2026-06,16,B0BRNY8987,1069288408,True,366-455,2,0.60
2026-06,17,B0BSJZQK5L,1069286287,True,301-330,1,0.06
2026-06,18,B07YZ4QVZY,1068949078,True,211-240,7,0.08
2026-06,19,B07SL77MHX,1068811473,False,366-455,1,0.30
2026-06,20,B000L422L0,1068811450,True,271-300,1,0.05
2026-06,21,B08JHP4Q7Y,1068811462,True,366-455,4,1.20
2026-06,22,B00KTNU40E,1068811461,True,211-240,2,0.02
2026-06,23,B0CGY48TGT,1068811429,True,181-210,2,0.02
2026-06,24,B071JCYKK4,1068329376,True,366-455,1,0.30
2026-06,25,B07KN77NXY,1068329356,True,456+,15,5.25
2026-06,26,B00BSELY9I,1066662989,True,211-240,4,0.04
2026-06,27,B002BDTZU0,1066393116,False,456+,4,4.16
2026-06,28,B003VN0U1M,1064901508,False,456+,13,4.55
2026-06,29,B004Q2TORS,1063376137,False,456+,4,1.40
2026-06,30,B00503E9UO,1063376019,True,241-270,1,0.02
2026-06,31,B00DRHNLEK,PT-ANK4-X0M5,False,456+,3,1.05
2026-06,32,B0BJ7S8NNN,1060807369,False,456+,2,0.70
2026-06,33,B0BJ7T3642,1060807372,False,456+,1,0.35
2026-06,34,B01LDFGIT2,1058619763,False,181-210,2,0.04
2026-06,35,B07DDD9CPN,1041418871,True,181-210,1,0.01
2026-06,36,B0748VH8ZF,1039345443,True,366-455,7,2.10
2026-06,37,B0026FCARI,1036663472,True,181-210,3,0.02
2026-06,38,B07RQ33XDG,1032602113,True,301-330,2,0.17
2026-06,39,B016KAKD7S,1030912249,False,211-240,10,2.61
2026-06,40,B06ZY2129H,MF-WPSG-EN2O,True,181-210,1,0.00
2026-06,41,B00GLZQR96,HL-H60V-NB97,True,181-210,2,0.01
2026-07,1,B08JHP4Q7Y,1068811462,True,331-365,2,0.14
2026-07,2,B0CGY48TGT,1068811429,True,211-240,2,0.02
2026-07,3,B000L422L0,1068811450,True,301-330,1,0.06
2026-07,4,B08JHP4Q7Y,1068811462,True,456+,2,0.70
2026-07,5,B00KTNU40E,1068811461,True,241-270,2,0.04
2026-07,6,B0CGY48TGT,1068811429,True,456+,1,0.35
2026-07,7,B01LDFGIT2,1058619763,False,211-240,2,0.08
2026-07,8,B0748VH8ZF,1039345443,True,271-300,2,0.14
2026-07,9,B0026FCARI,1036663472,True,181-210,1,0.01
2026-07,10,B07RQ33XDG,1032602113,True,301-330,1,0.08
2026-07,11,B01GU2V4HO,1070891218,True,181-210,1,0.01
2026-07,12,B0058SHNF4,1070891228,True,181-210,4,0.02
2026-07,13,B002I0K2YO,1070891201,False,181-210,2,0.01
2026-07,14,B00FNNQREC,1070891196,True,181-210,1,0.01
2026-07,15,B01M2DAESC,1070891190,True,181-210,1,0.01
2026-07,16,B08XY46X8V,1070891171,True,181-210,5,0.03
2026-07,17,B000QB059Y,1070891235,False,181-210,1,0.01
2026-07,18,B00ECL58XM,1070891226,True,181-210,1,0.01
2026-07,19,B01GU2V4II,1070891177,True,181-210,1,0.01
2026-07,20,B08F5VZ32L,1070891173,True,181-210,1,0.00
2026-07,21,B00CSLJ1L8,1070891246,True,181-210,3,0.01
2026-07,22,B0000C0YW2,1070891241,True,181-210,1,0.02
2026-07,23,B00242KD7W,1070891174,True,181-210,2,0.01
2026-07,24,B0D18WVLL1,1070891214,True,181-210,1,0.01
2026-07,25,B0030GBU2I,1070891232,True,181-210,5,0.03
2026-07,26,B072Q6X3WW,1070891221,True,181-210,1,0.01
2026-07,27,B003VJO0OY,1070891179,True,181-210,2,0.01
2026-07,28,B09NZBP951,1070891215,True,181-210,3,0.02
2026-07,29,B00BMRR666,1070891195,True,181-210,2,0.02
2026-07,30,B0BZS6N2GV,1070891212,True,181-210,1,0.01
2026-07,31,B002ARW2CA,1070891234,True,181-210,1,0.01
2026-07,32,B0155VB30Y,1070891187,True,181-210,1,0.00
2026-07,33,B000FII8KQ,1070625053,True,211-240,2,0.03
2026-07,34,B000930DQ4,1070625051,True,211-240,1,0.02
2026-07,35,B01GW8Y17G,1070625056,True,211-240,1,0.01
2026-07,36,B075QLXC7C,1070474316,True,241-270,1,0.02
2026-07,37,B01J4PHT3C,1070280032,True,271-300,1,0.07
2026-07,38,B0B57TXPTH,1070280031,True,181-210,1,0.01
2026-07,39,B01JYW2EXA,1070280051,True,271-300,1,0.06
2026-07,40,B0006ACWEQ,1070175672,False,271-300,3,0.18
2026-07,41,B098V87FNX,1069890483,True,181-210,2,0.02
2026-07,42,B0BRNY8987,1069288408,True,366-455,2,0.60
2026-07,43,B0BSJZQK5L,1069286287,True,331-365,1,0.07
2026-07,44,B07YZ4QVZY,1068949078,True,241-270,4,0.08
2026-07,45,B017W16ZNA,1068811468,True,181-210,4,0.02
2026-07,46,B000L422L0,1068811450,True,331-365,21,1.24
2026-07,47,B08JHP4Q7Y,1068811462,True,366-455,2,0.30
2026-07,48,B00KTNU40E,1068811461,True,271-300,1,0.06
2026-07,49,B0CGY48TGT,1068811429,True,181-210,1,0.01
2026-07,50,B07KN77NXY,1068329356,True,456+,12,4.20
2026-07,51,B00BSELY9I,1066662989,True,241-270,4,0.08
2026-07,52,B08GR4GNRK,1066662845,True,331-365,1,0.07
2026-07,53,B002BDTZU0,1066393116,False,456+,4,4.16
2026-07,54,B003VN0U1M,1064901508,False,456+,13,4.55
2026-07,55,B004Q2TORS,1063376137,False,456+,4,1.40
2026-07,56,B0BJ7S8NNN,1060807369,False,456+,2,0.70
2026-07,57,B0BJ7T3642,1060807372,False,456+,1,0.35
2026-07,58,B01LDFGIT2,1058619763,False,241-270,21,1.29
2026-07,59,B01N4N8NAL,1053747161,False,181-210,1,0.21
2026-07,60,B07DDD9CPN,1041418871,True,211-240,1,0.00
2026-07,61,B0748VH8ZF,1039345443,True,366-455,7,2.10
2026-07,62,B00XUZBCEK,1038681778,True,181-210,1,0.01
2026-07,63,B0026FCARI,1036663472,True,211-240,2,0.03
2026-07,64,B07RQ33XDG,1032602113,True,331-365,1,0.09
2026-07,65,B016KAKD7S,1030912249,False,241-270,10,3.92
2026-07,66,B006D3JT1E,1029788766,True,181-210,1,0.01
2026-07,67,B07Q219M5D,1029330262,True,181-210,1,0.00
2026-07,68,B00DHF39KS,RI-PBEM-71IY,True,181-210,1,0.01
2026-07,69,B00ECL590O,HM-A463-08AB,True,181-210,1,0.01
2026-07,70,B00KAEION6,7D-C9F6-D83B,True,181-210,1,0.00
2026-07,71,B00GLZQR96,HL-H60V-NB97,True,211-240,2,0.02
2026-08,1,B0CGY48TGT,1068811429,True,211-240,1,0.01
2026-08,2,B0B57TXPTH,1070280031,True,211-240,1,0.01
2026-08,3,B000L422L0,1068811450,True,331-365,1,0.06
2026-08,4,B08JHP4Q7Y,1068811462,True,366-455,4,0.90
2026-08,5,B00KTNU40E,1068811461,True,271-300,2,0.12
2026-08,6,B0CGY48TGT,1068811429,True,241-270,2,0.04
2026-08,7,B01LDFGIT2,1058619763,False,241-270,2,0.12
2026-08,8,B0026FCARI,1036663472,True,211-240,1,0.01
2026-08,9,B00ECL590O,HM-A463-08AB,True,211-240,1,0.01
2026-08,10,B003VJJRK6,1071047169,True,181-210,1,0.01
2026-08,11,B0CBCN5CRM,1071047173,True,181-210,1,0.01
2026-08,12,B09RSG6JBK,1071047172,True,181-210,1,0.01
2026-08,13,B0009350BC,1071047174,True,181-210,1,0.01
2026-08,14,B002I0IHIM,1071047148,True,181-210,1,0.01
2026-08,15,B001OC6D9U,1071047156,True,181-210,3,0.03
2026-08,16,B0BT49JLWM,1071047162,True,181-210,1,0.01
2026-08,17,B0012DS470,1071047150,False,181-210,1,0.01
2026-08,18,B08DSYRT33,1071047190,True,181-210,2,0.02
2026-08,19,B0050SYW1U,1071047181,True,181-210,1,0.01
2026-08,20,B002SRP9VI,1071047152,True,181-210,1,0.00
2026-08,21,B07NBDYK99,1071047161,True,181-210,2,0.01
2026-08,22,B07B9QZYMZ,1071047149,True,181-210,2,0.00
2026-08,23,B01GU2V4HO,1070891218,True,211-240,1,0.01
2026-08,24,B0058SHNF4,1070891228,True,211-240,4,0.04
2026-08,25,B002I0K2YO,1070891201,False,211-240,2,0.03
2026-08,26,B00FNNQREC,1070891196,True,211-240,1,0.01
2026-08,27,B01M2DAESC,1070891190,True,211-240,1,0.01
2026-08,28,B08XY46X8V,1070891171,True,211-240,5,0.05
2026-08,29,B00ECL58XM,1070891226,True,211-240,1,0.01
2026-08,30,B01GU2V4II,1070891177,True,211-240,1,0.01
2026-08,31,B08F5VZ32L,1070891173,True,211-240,1,0.01
2026-08,32,B00CSLJ1L8,1070891246,True,211-240,3,0.02
2026-08,33,B0000C0YW2,1070891241,True,211-240,1,0.04
2026-08,34,B00242KD7W,1070891174,True,211-240,2,0.02
2026-08,35,B0D18WVLL1,1070891214,True,211-240,1,0.01
2026-08,36,B072Q6X3WW,1070891221,True,211-240,1,0.01
2026-08,37,B003VJO0OY,1070891179,True,211-240,2,0.03
2026-08,38,B09NZBP951,1070891215,True,211-240,3,0.04
2026-08,39,B07L69TMY4,1070891219,True,181-210,3,0.02
2026-08,40,B00BMRR666,1070891195,True,211-240,2,0.03
2026-08,41,B0BZS6N2GV,1070891212,True,211-240,1,0.01
2026-08,42,B002ARW2CA,1070891234,True,211-240,1,0.01
2026-08,43,B0155VB30Y,1070891187,True,211-240,1,0.01
2026-08,44,B000FII8KQ,1070625053,True,241-270,1,0.02
2026-08,45,B000930DQ4,1070625051,True,241-270,1,0.03
2026-08,46,B01GW8Y17G,1070625056,True,241-270,1,0.02
2026-08,47,B075QLXC7C,1070474316,True,271-300,1,0.06
2026-08,48,B0B57TXPTH,1070280031,True,181-210,1,0.01
2026-08,49,B0B8JH4CTN,1070280053,True,181-210,1,0.00
2026-08,50,B01JYW2EXA,1070280051,True,301-330,1,0.06
2026-08,51,B098V87FNX,1069890483,True,211-240,2,0.03
2026-08,52,B0BRNY8987,1069288408,True,366-455,2,0.60
2026-08,53,B07YZ4QVZY,1068949078,True,271-300,1,0.07
2026-08,54,B08PCN2Y3G,1068866834,True,181-210,1,0.01
2026-08,55,B017W16ZNA,1068811468,True,211-240,4,0.03
2026-08,56,B000L422L0,1068811450,True,366-455,19,5.69
2026-08,57,B08JHP4Q7Y,1068811462,True,456+,2,0.70
2026-08,58,B00KTNU40E,1068811461,True,301-330,1,0.06
2026-08,59,B0CGY48TGT,1068811429,True,456+,1,0.35
2026-08,60,B07KN77NXY,1068329356,True,456+,11,3.85
2026-08,61,B00BSELY9I,1066662989,True,271-300,4,0.24
2026-08,62,B08GR4GNRK,1066662845,True,366-455,1,0.30
2026-08,63,B002BDTZU0,1066393116,False,456+,4,4.16
2026-08,64,B003VN0U1M,1064901508,False,456+,13,4.55
2026-08,65,B004Q2TORS,1063376137,False,456+,4,1.40
2026-08,66,B00503E9UO,1063376019,True,301-330,1,0.07
2026-08,67,B0BJ7S8NNN,1060807369,False,456+,2,0.70
2026-08,68,B0BJ7T3642,1060807372,False,456+,1,0.35
2026-08,69,B01LDFGIT2,1058619763,False,271-300,18,4.11
2026-08,70,B01N4N8NAL,1053747161,False,211-240,1,0.41
2026-08,71,B07MTZN8P3,1042884901,True,181-210,1,0.01
2026-08,72,B07DDD9CPN,1041418871,True,241-270,1,0.00
2026-08,73,B0748VH8ZF,1039345443,True,301-330,2,0.16
2026-08,74,B0026FCARI,1036663472,True,241-270,2,0.04
2026-08,75,B07RQ33XDG,1032602113,True,331-365,1,0.09
2026-08,76,B016KAKD7S,1030912249,False,271-300,10,14.24
2026-08,77,B07Q219M5D,1029330262,True,211-240,1,0.00
2026-08,78,B001CLG6RM,36-1RA6-VMJR,True,181-210,3,0.03
2026-08,79,B00ECL590O,HM-A463-08AB,True,181-210,1,0.00
2026-08,80,B00KAEION6,7D-C9F6-D83B,True,211-240,1,0.01
2026-08,81,B00GLZQR96,HL-H60V-NB97,True,241-270,2,0.02
